location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,14479,2022-03-05,2022-02-28
BG,1 wk ahead inc case,quantile,0.025,4271,2022-03-05,2022-02-28
BG,1 wk ahead inc case,quantile,0.25,11149,2022-03-05,2022-02-28
BG,1 wk ahead inc case,quantile,0.75,18403,2022-03-05,2022-02-28
BG,1 wk ahead inc case,quantile,0.975,52805,2022-03-05,2022-02-28
BG,2 wk ahead inc case,point,NA,9629,2022-03-12,2022-02-28
BG,2 wk ahead inc case,quantile,0.025,799,2022-03-12,2022-02-28
BG,2 wk ahead inc case,quantile,0.25,5364,2022-03-12,2022-02-28
BG,2 wk ahead inc case,quantile,0.75,14251,2022-03-12,2022-02-28
BG,2 wk ahead inc case,quantile,0.975,74666,2022-03-12,2022-02-28
DE,1 wk ahead inc case,point,NA,937946,2022-03-05,2022-02-28
DE,1 wk ahead inc case,quantile,0.025,276694,2022-03-05,2022-02-28
DE,1 wk ahead inc case,quantile,0.25,722218,2022-03-05,2022-02-28
DE,1 wk ahead inc case,quantile,0.75,1192129,2022-03-05,2022-02-28
DE,1 wk ahead inc case,quantile,0.975,3420688,2022-03-05,2022-02-28
DE,2 wk ahead inc case,point,NA,740822,2022-03-12,2022-02-28
DE,2 wk ahead inc case,quantile,0.025,61488,2022-03-12,2022-02-28
DE,2 wk ahead inc case,quantile,0.25,412638,2022-03-12,2022-02-28
DE,2 wk ahead inc case,quantile,0.75,1096417,2022-03-12,2022-02-28
DE,2 wk ahead inc case,quantile,0.975,5744334,2022-03-12,2022-02-28
DK,1 wk ahead inc case,point,NA,120384,2022-03-05,2022-02-28
DK,1 wk ahead inc case,quantile,0.025,35513,2022-03-05,2022-02-28
DK,1 wk ahead inc case,quantile,0.25,92696,2022-03-05,2022-02-28
DK,1 wk ahead inc case,quantile,0.75,153009,2022-03-05,2022-02-28
DK,1 wk ahead inc case,quantile,0.975,439042,2022-03-05,2022-02-28
DK,2 wk ahead inc case,point,NA,77212,2022-03-12,2022-02-28
DK,2 wk ahead inc case,quantile,0.025,6409,2022-03-12,2022-02-28
DK,2 wk ahead inc case,quantile,0.25,43007,2022-03-12,2022-02-28
DK,2 wk ahead inc case,quantile,0.75,114274,2022-03-12,2022-02-28
DK,2 wk ahead inc case,quantile,0.975,598701,2022-03-12,2022-02-28
EE,1 wk ahead inc case,point,NA,27167,2022-03-05,2022-02-28
EE,1 wk ahead inc case,quantile,0.025,8014,2022-03-05,2022-02-28
EE,1 wk ahead inc case,quantile,0.25,20919,2022-03-05,2022-02-28
EE,1 wk ahead inc case,quantile,0.75,34530,2022-03-05,2022-02-28
EE,1 wk ahead inc case,quantile,0.975,99080,2022-03-05,2022-02-28
EE,2 wk ahead inc case,point,NA,21351,2022-03-12,2022-02-28
EE,2 wk ahead inc case,quantile,0.025,1772,2022-03-12,2022-02-28
EE,2 wk ahead inc case,quantile,0.25,11892,2022-03-12,2022-02-28
EE,2 wk ahead inc case,quantile,0.75,31599,2022-03-12,2022-02-28
EE,2 wk ahead inc case,quantile,0.975,165552,2022-03-12,2022-02-28
GR,1 wk ahead inc case,point,NA,84896,2022-03-05,2022-02-28
GR,1 wk ahead inc case,quantile,0.025,25044,2022-03-05,2022-02-28
GR,1 wk ahead inc case,quantile,0.25,65370,2022-03-05,2022-02-28
GR,1 wk ahead inc case,quantile,0.75,107902,2022-03-05,2022-02-28
GR,1 wk ahead inc case,quantile,0.975,309614,2022-03-05,2022-02-28
GR,2 wk ahead inc case,point,NA,61770,2022-03-12,2022-02-28
GR,2 wk ahead inc case,quantile,0.025,5127,2022-03-12,2022-02-28
GR,2 wk ahead inc case,quantile,0.25,34406,2022-03-12,2022-02-28
GR,2 wk ahead inc case,quantile,0.75,91420,2022-03-12,2022-02-28
GR,2 wk ahead inc case,quantile,0.975,478967,2022-03-12,2022-02-28
HR,1 wk ahead inc case,point,NA,7589,2022-03-05,2022-02-28
HR,1 wk ahead inc case,quantile,0.025,2239,2022-03-05,2022-02-28
HR,1 wk ahead inc case,quantile,0.25,5843,2022-03-05,2022-02-28
HR,1 wk ahead inc case,quantile,0.75,9646,2022-03-05,2022-02-28
HR,1 wk ahead inc case,quantile,0.975,27677,2022-03-05,2022-02-28
HR,2 wk ahead inc case,point,NA,4097,2022-03-12,2022-02-28
HR,2 wk ahead inc case,quantile,0.025,340,2022-03-12,2022-02-28
HR,2 wk ahead inc case,quantile,0.25,2282,2022-03-12,2022-02-28
HR,2 wk ahead inc case,quantile,0.75,6064,2022-03-12,2022-02-28
HR,2 wk ahead inc case,quantile,0.975,31770,2022-03-12,2022-02-28
IT,1 wk ahead inc case,point,NA,216748,2022-03-05,2022-02-28
IT,1 wk ahead inc case,quantile,0.025,63941,2022-03-05,2022-02-28
IT,1 wk ahead inc case,quantile,0.25,166896,2022-03-05,2022-02-28
IT,1 wk ahead inc case,quantile,0.75,275486,2022-03-05,2022-02-28
IT,1 wk ahead inc case,quantile,0.975,790478,2022-03-05,2022-02-28
IT,2 wk ahead inc case,point,NA,140703,2022-03-12,2022-02-28
IT,2 wk ahead inc case,quantile,0.025,11678,2022-03-12,2022-02-28
IT,2 wk ahead inc case,quantile,0.25,78371,2022-03-12,2022-02-28
IT,2 wk ahead inc case,quantile,0.75,208240,2022-03-12,2022-02-28
IT,2 wk ahead inc case,quantile,0.975,1091010,2022-03-12,2022-02-28
LT,1 wk ahead inc case,point,NA,31939,2022-03-05,2022-02-28
LT,1 wk ahead inc case,quantile,0.025,9422,2022-03-05,2022-02-28
LT,1 wk ahead inc case,quantile,0.25,24593,2022-03-05,2022-02-28
LT,1 wk ahead inc case,quantile,0.75,40595,2022-03-05,2022-02-28
LT,1 wk ahead inc case,quantile,0.975,116483,2022-03-05,2022-02-28
LT,2 wk ahead inc case,point,NA,24393,2022-03-12,2022-02-28
LT,2 wk ahead inc case,quantile,0.025,2025,2022-03-12,2022-02-28
LT,2 wk ahead inc case,quantile,0.25,13587,2022-03-12,2022-02-28
LT,2 wk ahead inc case,quantile,0.75,36102,2022-03-12,2022-02-28
LT,2 wk ahead inc case,quantile,0.975,189147,2022-03-12,2022-02-28
LV,1 wk ahead inc case,point,NA,58170,2022-03-05,2022-02-28
LV,1 wk ahead inc case,quantile,0.025,17160,2022-03-05,2022-02-28
LV,1 wk ahead inc case,quantile,0.25,44791,2022-03-05,2022-02-28
LV,1 wk ahead inc case,quantile,0.75,73934,2022-03-05,2022-02-28
LV,1 wk ahead inc case,quantile,0.975,212147,2022-03-05,2022-02-28
LV,2 wk ahead inc case,point,NA,51323,2022-03-12,2022-02-28
LV,2 wk ahead inc case,quantile,0.025,4260,2022-03-12,2022-02-28
LV,2 wk ahead inc case,quantile,0.25,28587,2022-03-12,2022-02-28
LV,2 wk ahead inc case,quantile,0.75,75959,2022-03-12,2022-02-28
LV,2 wk ahead inc case,quantile,0.975,397961,2022-03-12,2022-02-28
NO,1 wk ahead inc case,point,NA,80228,2022-03-05,2022-02-28
NO,1 wk ahead inc case,quantile,0.025,23667,2022-03-05,2022-02-28
NO,1 wk ahead inc case,quantile,0.25,61776,2022-03-05,2022-02-28
NO,1 wk ahead inc case,quantile,0.75,101970,2022-03-05,2022-02-28
NO,1 wk ahead inc case,quantile,0.975,292592,2022-03-05,2022-02-28
NO,2 wk ahead inc case,point,NA,64177,2022-03-12,2022-02-28
NO,2 wk ahead inc case,quantile,0.025,5327,2022-03-12,2022-02-28
NO,2 wk ahead inc case,quantile,0.25,35747,2022-03-12,2022-02-28
NO,2 wk ahead inc case,quantile,0.75,94983,2022-03-12,2022-02-28
NO,2 wk ahead inc case,quantile,0.975,497631,2022-03-12,2022-02-28
PL,1 wk ahead inc case,point,NA,77017,2022-03-05,2022-02-28
PL,1 wk ahead inc case,quantile,0.025,22720,2022-03-05,2022-02-28
PL,1 wk ahead inc case,quantile,0.25,59303,2022-03-05,2022-02-28
PL,1 wk ahead inc case,quantile,0.75,97889,2022-03-05,2022-02-28
PL,1 wk ahead inc case,quantile,0.975,280881,2022-03-05,2022-02-28
PL,2 wk ahead inc case,point,NA,51645,2022-03-12,2022-02-28
PL,2 wk ahead inc case,quantile,0.025,4286,2022-03-12,2022-02-28
PL,2 wk ahead inc case,quantile,0.25,28766,2022-03-12,2022-02-28
PL,2 wk ahead inc case,quantile,0.75,76434,2022-03-12,2022-02-28
PL,2 wk ahead inc case,quantile,0.975,400452,2022-03-12,2022-02-28
PT,1 wk ahead inc case,point,NA,49512,2022-03-05,2022-02-28
PT,1 wk ahead inc case,quantile,0.025,14606,2022-03-05,2022-02-28
PT,1 wk ahead inc case,quantile,0.25,38124,2022-03-05,2022-02-28
PT,1 wk ahead inc case,quantile,0.75,62930,2022-03-05,2022-02-28
PT,1 wk ahead inc case,quantile,0.975,180570,2022-03-05,2022-02-28
PT,2 wk ahead inc case,point,NA,32185,2022-03-12,2022-02-28
PT,2 wk ahead inc case,quantile,0.025,2671,2022-03-12,2022-02-28
PT,2 wk ahead inc case,quantile,0.25,17927,2022-03-12,2022-02-28
PT,2 wk ahead inc case,quantile,0.75,47634,2022-03-12,2022-02-28
PT,2 wk ahead inc case,quantile,0.975,249565,2022-03-12,2022-02-28
RO,1 wk ahead inc case,point,NA,41579,2022-03-05,2022-02-28
RO,1 wk ahead inc case,quantile,0.025,12266,2022-03-05,2022-02-28
RO,1 wk ahead inc case,quantile,0.25,32016,2022-03-05,2022-02-28
RO,1 wk ahead inc case,quantile,0.75,52847,2022-03-05,2022-02-28
RO,1 wk ahead inc case,quantile,0.975,151638,2022-03-05,2022-02-28
RO,2 wk ahead inc case,point,NA,24377,2022-03-12,2022-02-28
RO,2 wk ahead inc case,quantile,0.025,2023,2022-03-12,2022-02-28
RO,2 wk ahead inc case,quantile,0.25,13578,2022-03-12,2022-02-28
RO,2 wk ahead inc case,quantile,0.75,36078,2022-03-12,2022-02-28
RO,2 wk ahead inc case,quantile,0.975,189021,2022-03-12,2022-02-28
SI,1 wk ahead inc case,point,NA,7161,2022-03-05,2022-02-28
SI,1 wk ahead inc case,quantile,0.025,2112,2022-03-05,2022-02-28
SI,1 wk ahead inc case,quantile,0.25,5514,2022-03-05,2022-02-28
SI,1 wk ahead inc case,quantile,0.75,9102,2022-03-05,2022-02-28
SI,1 wk ahead inc case,quantile,0.975,26116,2022-03-05,2022-02-28
SI,2 wk ahead inc case,point,NA,3169,2022-03-12,2022-02-28
SI,2 wk ahead inc case,quantile,0.025,263,2022-03-12,2022-02-28
SI,2 wk ahead inc case,quantile,0.25,1765,2022-03-12,2022-02-28
SI,2 wk ahead inc case,quantile,0.75,4690,2022-03-12,2022-02-28
SI,2 wk ahead inc case,quantile,0.975,24571,2022-03-12,2022-02-28
SK,1 wk ahead inc case,point,NA,91954,2022-03-05,2022-02-28
SK,1 wk ahead inc case,quantile,0.025,27127,2022-03-05,2022-02-28
SK,1 wk ahead inc case,quantile,0.25,70805,2022-03-05,2022-02-28
SK,1 wk ahead inc case,quantile,0.75,116874,2022-03-05,2022-02-28
SK,1 wk ahead inc case,quantile,0.975,335357,2022-03-05,2022-02-28
SK,2 wk ahead inc case,point,NA,72421,2022-03-12,2022-02-28
SK,2 wk ahead inc case,quantile,0.025,6011,2022-03-12,2022-02-28
SK,2 wk ahead inc case,quantile,0.25,40339,2022-03-12,2022-02-28
SK,2 wk ahead inc case,quantile,0.75,107184,2022-03-12,2022-02-28
SK,2 wk ahead inc case,quantile,0.975,561555,2022-03-12,2022-02-28
BG,1 wk ahead inc death,point,NA,304,2022-03-05,2022-02-28
BG,1 wk ahead inc death,quantile,0.025,90,2022-03-05,2022-02-28
BG,1 wk ahead inc death,quantile,0.25,234,2022-03-05,2022-02-28
BG,1 wk ahead inc death,quantile,0.75,386,2022-03-05,2022-02-28
BG,1 wk ahead inc death,quantile,0.975,1107,2022-03-05,2022-02-28
BG,2 wk ahead inc death,point,NA,206,2022-03-12,2022-02-28
BG,2 wk ahead inc death,quantile,0.025,17,2022-03-12,2022-02-28
BG,2 wk ahead inc death,quantile,0.25,115,2022-03-12,2022-02-28
BG,2 wk ahead inc death,quantile,0.75,304,2022-03-12,2022-02-28
BG,2 wk ahead inc death,quantile,0.975,1594,2022-03-12,2022-02-28
DE,1 wk ahead inc death,point,NA,1314,2022-03-05,2022-02-28
DE,1 wk ahead inc death,quantile,0.025,388,2022-03-05,2022-02-28
DE,1 wk ahead inc death,quantile,0.25,1012,2022-03-05,2022-02-28
DE,1 wk ahead inc death,quantile,0.75,1671,2022-03-05,2022-02-28
DE,1 wk ahead inc death,quantile,0.975,4793,2022-03-05,2022-02-28
DE,2 wk ahead inc death,point,NA,1267,2022-03-12,2022-02-28
DE,2 wk ahead inc death,quantile,0.025,105,2022-03-12,2022-02-28
DE,2 wk ahead inc death,quantile,0.25,706,2022-03-12,2022-02-28
DE,2 wk ahead inc death,quantile,0.75,1876,2022-03-12,2022-02-28
DE,2 wk ahead inc death,quantile,0.975,9827,2022-03-12,2022-02-28
DK,1 wk ahead inc death,point,NA,326,2022-03-05,2022-02-28
DK,1 wk ahead inc death,quantile,0.025,96,2022-03-05,2022-02-28
DK,1 wk ahead inc death,quantile,0.25,251,2022-03-05,2022-02-28
DK,1 wk ahead inc death,quantile,0.75,414,2022-03-05,2022-02-28
DK,1 wk ahead inc death,quantile,0.975,1189,2022-03-05,2022-02-28
DK,2 wk ahead inc death,point,NA,375,2022-03-12,2022-02-28
DK,2 wk ahead inc death,quantile,0.025,31,2022-03-12,2022-02-28
DK,2 wk ahead inc death,quantile,0.25,209,2022-03-12,2022-02-28
DK,2 wk ahead inc death,quantile,0.75,555,2022-03-12,2022-02-28
DK,2 wk ahead inc death,quantile,0.975,2906,2022-03-12,2022-02-28
EE,1 wk ahead inc death,point,NA,63,2022-03-05,2022-02-28
EE,1 wk ahead inc death,quantile,0.025,18,2022-03-05,2022-02-28
EE,1 wk ahead inc death,quantile,0.25,48,2022-03-05,2022-02-28
EE,1 wk ahead inc death,quantile,0.75,79,2022-03-05,2022-02-28
EE,1 wk ahead inc death,quantile,0.975,228,2022-03-05,2022-02-28
