"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",NA,2866.3489,"point","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.01,1754.99,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.025,1891,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.05,2015,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.1,2160,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.15,2258,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.2,2340,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.25,2412,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.3,2482,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.35,2549,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.4,2613,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.45,2680,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.5,2748,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.55,2821,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.6,2898.4,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.65,2978,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.7,3069,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.75,3169,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.8,3296,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.85,3459.15,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.9,3695.1,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.95,4106.05,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.975,4560.025,"quantile","forecast"
2021-03-22,"1 wk ahead inc death","2021-03-28","IT",0.99,5173.02,"quantile","forecast"
